time,airdensity,clearskyshortwave_instant,dif_instant,directshortwaveradiation_instant,dni_instant,extraterrestrialradiation_instant,felttemperature,ghi_instant,gni_instant,gust,precipitation,relativehumidity,sealevelpressure,surfaceairpressure,temperature,winddirection,winddirection_80m,windspeed,windspeed_80m
2025-07-29 12:00,1.16,776.86,219.87,316.82,383.77,1095.38,18.10,536.69,648.35,5.17,0.01,70,1018.79,967.93,18.37,270,272,1.59,1.68
2025-07-29 12:15,1.16,793.63,221.43,323.81,385.16,1115.49,18.29,545.24,648.88,5.21,0.01,68,1018.68,967.93,18.61,269,272,1.64,1.72
2025-07-29 12:30,1.15,807.55,222.11,329.60,386.28,1132.16,18.49,551.70,648.51,5.32,0.01,67,1018.58,967.90,18.85,269,271,1.68,1.83
2025-07-29 12:45,1.15,818.54,221.93,334.15,387.12,1145.32,18.70,556.08,647.34,5.42,0.01,66,1018.47,967.85,19.09,268,270,1.73,1.95
2025-07-29 13:00,1.15,826.57,220.91,337.45,387.70,1154.90,18.91,558.37,645.45,5.52,0.01,65,1018.36,967.81,19.33,267,270,1.78,2.06
2025-07-29 13:15,1.15,831.57,221.75,343.63,392.76,1160.88,19.13,565.38,650.62,5.62,0.00,64,1018.25,967.78,19.54,266,269,1.81,2.17
2025-07-29 13:30,1.15,833.54,221.78,348.58,397.62,1163.22,19.34,570.36,655.22,5.70,0.00,63,1018.14,967.75,19.75,265,269,1.85,2.26
2025-07-29 13:45,1.15,832.47,220.98,352.27,402.29,1161.91,19.53,573.26,659.26,5.77,0.00,62,1018.03,967.72,19.96,265,268,1.89,2.33
2025-07-29 14:00,1.15,828.35,219.38,354.66,406.74,1156.96,19.71,574.04,662.75,5.82,0.00,61,1017.92,967.70,20.16,264,268,1.92,2.39
2025-07-29 14:15,1.15,821.20,218.27,353.39,408.31,1148.39,19.82,571.66,664.36,5.86,0.00,60,1017.82,967.69,20.32,263,268,1.95,2.43
2025-07-29 14:30,1.15,811.07,216.35,350.79,409.65,1136.23,19.91,567.15,665.32,5.89,0.00,59,1017.72,967.70,20.48,262,267,1.98,2.45
2025-07-29 14:45,1.15,798.00,213.62,346.88,410.76,1120.54,19.99,560.50,665.57,5.91,0.00,58,1017.62,967.71,20.64,261,267,2.01,2.47
2025-07-29 15:00,1.15,782.05,210.10,341.66,411.61,1101.39,20.06,551.76,665.03,5.95,0.00,57,1017.52,967.69,20.80,261,266,2.04,2.47
2025-07-29 15:15,1.15,763.30,207.30,337.61,415.23,1078.85,20.06,544.91,668.40,6.01,0.00,57,1017.42,967.63,20.85,260,266,2.05,2.46
2025-07-29 15:30,1.15,741.84,203.65,332.15,418.54,1053.02,20.09,535.80,670.73,6.08,0.00,57,1017.33,967.55,20.91,259,265,2.05,2.45
2025-07-29 15:45,1.15,717.79,199.15,325.29,421.50,1024.02,20.13,524.44,671.93,6.15,0.00,56,1017.23,967.46,20.96,258,265,2.06,2.43
2025-07-29 16:00,1.15,691.26,193.82,317.04,424.10,991.96,20.17,510.86,671.91,6.19,0.00,56,1017.13,967.38,21.02,257,264,2.07,2.41
